Age,Gender,City,Income Range,Employment Status,Order Frequency,Platforms Used,Meal Types,Preferred Cuisines,Spend per Order,Order Influence,Veg Preference,Combo Preference,Group Size,New Combo Likeliness (1-5),Satisfaction (1-5),Acceptable Delivery Time,Repeat Order,Recommended to Others,Tried TasteMate,Experience Rating,Loyalty Program Interest,Preferred Order Day,Communication Opt-in,Delivery Issues
45–54,Female,Mumbai,₹30k–50k,Working professional,2–3 times/week,Zomato,Lunch,"Italian, Chinese, Continental",₹100–200,Delivery time,Veg,Combo,Large group,3,2,20–30 min,Sometimes,No,No,,No,Fri,Yes,Limited choice
25–34,Female,Chennai,₹30k–50k,Working professional,2–3 times/week,Direct,"Breakfast, Lunch","Continental, Italian, Indian",₹200–400,Packaging,Non-Veg,Depends,Family (3–4),3,1,20–30 min,No,No,Yes,4.0,Maybe,Mon,Yes,"Cold food, Long wait time"
35–44,Male,Delhi,₹15k–30k,Homemaker,2–3 times/week,"Swiggy, Zomato, Direct",Dinner,Italian,₹200–400,Price,Both,A la carte,Solo,1,3,30–45 min,No,No,Yes,5.0,Yes,Fri,No,"Long wait time, Poor packaging, High price"
18–24,Male,Bangalore,₹30k–50k,Working professional,Daily,Swiggy,Lunch,Continental,₹100–200,Taste,Both,Combo,Family (3–4),4,3,45+ min,Sometimes,Yes,No,,No,Mon,Yes,"High price, Limited choice, Long wait time"
18–24,Male,Delhi,₹30k–50k,Working professional,Daily,Swiggy,Dinner,Indian,₹100–200,Discounts,Both,Depends,Solo,3,5,<20 min,Sometimes,No,No,,Maybe,Thu,No,Cold food
<18,Female,Mumbai,₹30k–50k,Working professional,Daily,Direct,Breakfast,Italian,₹600+,"Delivery time, Price",Both,A la carte,Large group,3,4,20–30 min,No,Yes,No,,Yes,Tue,Yes,Long wait time
18–24,Male,Hyderabad,₹15k–30k,Student,Once a week,Direct,"Breakfast, Lunch","Fusion, Italian",₹100–200,"Delivery time, Price",Both,Depends,Solo,4,5,20–30 min,Sometimes,Yes,No,,Yes,Sun,Yes,Cold food
18–24,Male,Mumbai,₹30k–50k,Homemaker,2–3 times/week,"Swiggy, Zomato",Breakfast,Chinese,₹100–200,Quantity,Veg,A la carte,Solo,3,4,30–45 min,No,No,No,,Yes,Fri,No,Limited choice
18–24,Male,Hyderabad,₹15k–30k,Retired,Once a week,Others,Snacks,"Fusion, Indian",₹100–200,Delivery time,Both,Combo,Solo,3,3,45+ min,No,Yes,No,,Maybe,Sun,Yes,"Poor packaging, Cold food, Long wait time"
18–24,Male,Delhi,₹15k–30k,Working professional,Daily,Zomato,Snacks,Fusion,₹200–400,Discounts,Veg,A la carte,Solo,3,4,20–30 min,Sometimes,Yes,Yes,4.0,Maybe,Mon,Yes,Cold food
18–24,Male,Mumbai,₹15k–30k,Homemaker,Once a week,Direct,"Lunch, Dinner, Snacks",Chinese,₹200–400,Delivery time,Both,A la carte,2 people,4,5,<20 min,No,Yes,Yes,1.0,Yes,Fri,Yes,High price
25–34,Female,Bangalore,₹15k–30k,Retired,2–3 times/week,"Zomato, Swiggy","Snacks, Dinner",Fusion,₹200–400,Quantity,Non-Veg,Combo,Family (3–4),4,4,30–45 min,Sometimes,No,Yes,5.0,Yes,Thu,Yes,"Long wait time, Cold food"
18–24,Male,Mumbai,₹50k–75k,Homemaker,Rarely,Direct,Lunch,"Fusion, Indian",<₹100,Discounts,Non-Veg,Combo,2 people,2,4,30–45 min,Yes,Yes,No,,Maybe,Thu,Yes,Poor packaging
25–34,Female,Delhi,₹15k–30k,Student,Rarely,Direct,"Dinner, Breakfast",Italian,₹400–600,Taste,Both,Combo,2 people,2,5,20–30 min,Yes,No,Yes,1.0,Yes,Sun,Yes,Limited choice
25–34,Male,Hyderabad,₹75k+,Other,2–3 times/week,Zomato,Dinner,Chinese,₹100–200,Quantity,Both,Combo,Family (3–4),2,2,30–45 min,Yes,No,No,,Maybe,Sun,Yes,"Long wait time, Poor packaging, Limited choice"
35–44,Female,Mumbai,₹75k+,Working professional,2–3 times/week,Others,Breakfast,Indian,₹100–200,Taste,Veg,A la carte,Solo,4,4,45+ min,No,No,No,,Yes,Wed,No,"Cold food, High price, Poor packaging"
<18,Female,Chennai,₹30k–50k,Working professional,Once a week,"Swiggy, Others, Direct",Snacks,Chinese,₹200–400,"Delivery time, Taste",Both,A la carte,Solo,5,5,20–30 min,No,No,No,,Maybe,Sun,No,High price
35–44,Female,Mumbai,₹15k–30k,Student,Daily,Zomato,Lunch,Italian,₹100–200,"Quantity, Taste",Non-Veg,Combo,Solo,3,5,20–30 min,Sometimes,Yes,Yes,1.0,Maybe,Sat,Yes,Long wait time
25–34,Female,Delhi,₹30k–50k,Working professional,Rarely,"Zomato, Others, Swiggy",Dinner,Fusion,₹400–600,Delivery time,Non-Veg,A la carte,Solo,2,3,20–30 min,No,Yes,Yes,4.0,Yes,Sun,Yes,"Poor packaging, Long wait time, Limited choice"
18–24,Male,Hyderabad,₹50k–75k,Student,Once a week,"Direct, Others",Dinner,Continental,₹400–600,Delivery time,Both,A la carte,Solo,4,4,20–30 min,Sometimes,Yes,No,,No,Fri,Yes,Long wait time
45–54,Male,Delhi,₹30k–50k,Working professional,2–3 times/week,Swiggy,Lunch,Chinese,₹100–200,Discounts,Non-Veg,Combo,Solo,4,4,20–30 min,Yes,Yes,Yes,3.0,Yes,Sun,No,Poor packaging
45–54,Female,Mumbai,<₹15k,Working professional,Rarely,"Others, Swiggy, Zomato","Lunch, Snacks",Fusion,₹400–600,Taste,Both,Combo,Solo,5,3,20–30 min,Sometimes,No,Yes,5.0,Yes,Sun,No,Cold food
18–24,Prefer not to say,Delhi,₹30k–50k,Homemaker,Rarely,"Others, Direct, Swiggy",Breakfast,Italian,₹200–400,Packaging,Veg,Combo,Solo,4,4,<20 min,No,Yes,Yes,2.0,No,Tue,No,Limited choice
18–24,Female,Delhi,₹50k–75k,Retired,Once a week,Zomato,Lunch,"Indian, Continental, Fusion",₹400–600,"Discounts, Delivery time, Quantity",Both,Combo,Family (3–4),5,3,20–30 min,No,Yes,Yes,3.0,Yes,Thu,Yes,Poor packaging
35–44,Female,Chennai,₹50k–75k,Working professional,2–3 times/week,"Zomato, Direct, Swiggy",Dinner,Indian,₹100–200,Price,Both,Combo,Solo,1,3,20–30 min,Yes,No,Yes,2.0,No,Wed,No,Cold food
35–44,Female,Delhi,₹15k–30k,Retired,Once a week,Zomato,Lunch,Indian,₹200–400,Packaging,Veg,Combo,2 people,2,3,20–30 min,No,No,No,,Yes,Fri,Yes,"High price, Poor packaging, Limited choice"
18–24,Male,Chennai,₹30k–50k,Retired,Once a week,"Others, Direct, Zomato","Breakfast, Lunch, Dinner",Italian,₹100–200,Taste,Non-Veg,A la carte,2 people,1,4,30–45 min,No,No,No,,Maybe,Sat,No,"High price, Long wait time, Limited choice"
18–24,Male,Pune,₹15k–30k,Homemaker,Rarely,Others,Lunch,Continental,₹400–600,"Packaging, Discounts",Both,A la carte,2 people,4,3,30–45 min,No,No,No,,Yes,Sat,Yes,"Cold food, High price, Long wait time"
25–34,Female,Bangalore,₹15k–30k,Student,Rarely,Swiggy,Dinner,Italian,<₹100,"Packaging, Taste, Quantity",Both,Combo,Solo,1,4,20–30 min,Sometimes,No,Yes,4.0,Maybe,Sat,Yes,Long wait time
25–34,Female,Pune,₹50k–75k,Working professional,Daily,Zomato,Breakfast,Italian,₹200–400,"Discounts, Delivery time, Packaging",Non-Veg,Combo,Solo,3,3,20–30 min,Sometimes,No,No,,Yes,Thu,No,Cold food
25–34,Male,Delhi,₹15k–30k,Retired,Once a week,Zomato,Breakfast,Fusion,₹100–200,Packaging,Non-Veg,A la carte,Solo,3,3,30–45 min,Sometimes,Yes,No,,Yes,Tue,No,"Limited choice, Poor packaging"
25–34,Female,Kolkata,₹15k–30k,Working professional,Rarely,"Others, Direct, Swiggy",Dinner,Fusion,₹100–200,Packaging,Veg,Depends,Solo,3,1,20–30 min,No,No,Yes,5.0,Yes,Wed,Yes,Cold food
25–34,Male,Mumbai,<₹15k,Working professional,2–3 times/week,Direct,Snacks,"Chinese, Italian, Indian",₹200–400,"Quantity, Discounts, Delivery time",Veg,Depends,Solo,5,3,45+ min,Sometimes,Yes,No,,Yes,Sat,Yes,Long wait time
35–44,Female,Hyderabad,₹50k–75k,Working professional,2–3 times/week,"Direct, Swiggy",Snacks,Fusion,₹400–600,"Discounts, Price",Non-Veg,A la carte,2 people,2,4,20–30 min,Sometimes,Yes,Yes,4.0,Yes,Tue,Yes,"Poor packaging, Long wait time"
<18,Male,Bangalore,₹50k–75k,Working professional,2–3 times/week,Zomato,Breakfast,Chinese,₹200–400,"Taste, Price",Veg,Combo,2 people,3,4,30–45 min,Yes,Yes,No,,Yes,Wed,Yes,Cold food
18–24,Male,Delhi,₹30k–50k,Working professional,Once a week,"Zomato, Others","Snacks, Breakfast, Dinner",Chinese,₹400–600,"Quantity, Price",Both,Combo,2 people,4,3,<20 min,Yes,No,No,,Maybe,Thu,Yes,"Cold food, Limited choice, High price"
35–44,Female,Hyderabad,₹50k–75k,Student,Daily,Swiggy,Dinner,Italian,₹100–200,Delivery time,Both,Depends,Solo,1,2,30–45 min,Yes,No,No,,Yes,Mon,No,High price
45–54,Male,Hyderabad,₹15k–30k,Working professional,2–3 times/week,Direct,Lunch,"Italian, Indian",₹200–400,"Delivery time, Quantity",Both,Combo,Solo,4,4,30–45 min,Yes,Yes,Yes,2.0,Maybe,Wed,Yes,Cold food
25–34,Female,Mumbai,₹30k–50k,Homemaker,Once a week,Swiggy,Snacks,"Continental, Indian, Fusion",₹200–400,Taste,Both,Depends,Family (3–4),4,3,45+ min,Yes,Yes,No,,No,Tue,No,Limited choice
25–34,Female,Mumbai,₹30k–50k,Retired,Once a week,Others,Breakfast,Italian,<₹100,Packaging,Both,A la carte,Solo,5,5,45+ min,Yes,No,Yes,1.0,Yes,Sun,No,Limited choice
18–24,Female,Hyderabad,<₹15k,Student,Once a week,"Direct, Zomato",Breakfast,"Continental, Indian",₹200–400,Price,Non-Veg,A la carte,2 people,5,4,20–30 min,Sometimes,No,No,,No,Tue,No,"High price, Long wait time"
25–34,Male,Hyderabad,₹30k–50k,Other,Once a week,Swiggy,"Snacks, Dinner, Lunch",Chinese,₹200–400,"Quantity, Taste",Both,Combo,Family (3–4),3,3,20–30 min,Yes,Yes,No,,Maybe,Sun,No,"High price, Long wait time, Limited choice"
25–34,Male,Kolkata,₹75k+,Working professional,2–3 times/week,Direct,Lunch,Continental,₹200–400,"Discounts, Quantity",Both,A la carte,Solo,3,3,20–30 min,Yes,Yes,Yes,4.0,Yes,Tue,No,Limited choice
18–24,Male,Chennai,<₹15k,Working professional,Rarely,"Swiggy, Zomato, Direct",Lunch,Chinese,₹200–400,Quantity,Both,A la carte,Solo,1,4,20–30 min,Sometimes,No,No,,Maybe,Sun,Yes,Long wait time
18–24,Prefer not to say,Kolkata,₹15k–30k,Homemaker,Once a week,Swiggy,"Breakfast, Lunch",Continental,₹200–400,Discounts,Veg,Combo,Solo,2,2,20–30 min,Sometimes,Yes,No,,Yes,Fri,Yes,Limited choice
25–34,Female,Hyderabad,₹15k–30k,Homemaker,Once a week,Zomato,Snacks,"Italian, Continental, Chinese",<₹100,Price,Both,Combo,Solo,1,2,30–45 min,Sometimes,No,No,,No,Sat,Yes,"High price, Cold food, Poor packaging"
<18,Female,Delhi,₹15k–30k,Retired,2–3 times/week,Others,"Breakfast, Lunch, Dinner",Chinese,₹100–200,Quantity,Both,Depends,Solo,3,3,45+ min,No,Yes,Yes,5.0,Yes,Sun,Yes,Long wait time
25–34,Female,Mumbai,₹75k+,Working professional,Rarely,Others,"Lunch, Snacks","Chinese, Continental",₹200–400,Packaging,Both,A la carte,Solo,5,4,20–30 min,No,Yes,No,,Yes,Fri,Yes,Poor packaging
18–24,Female,Chennai,₹30k–50k,Retired,2–3 times/week,"Others, Direct",Snacks,Continental,₹100–200,Discounts,Non-Veg,A la carte,Solo,3,4,20–30 min,Yes,Yes,No,,No,Sun,No,"Poor packaging, Long wait time, Limited choice"
25–34,Female,Hyderabad,₹30k–50k,Student,2–3 times/week,"Zomato, Others",Breakfast,Continental,<₹100,"Quantity, Taste",Both,Combo,2 people,3,1,<20 min,Yes,Yes,No,,Yes,Fri,Yes,High price
18–24,Male,Mumbai,₹50k–75k,Homemaker,2–3 times/week,"Zomato, Direct, Others","Breakfast, Snacks",Continental,₹200–400,Quantity,Both,Depends,Family (3–4),3,4,30–45 min,Yes,Yes,No,,Yes,Sat,Yes,"High price, Long wait time, Limited choice"
45–54,Female,Delhi,₹15k–30k,Homemaker,Once a week,Direct,"Breakfast, Lunch",Indian,₹200–400,"Price, Delivery time, Quantity",Veg,Depends,Solo,3,3,20–30 min,Yes,Yes,No,,Yes,Thu,No,High price
25–34,Male,Kolkata,₹30k–50k,Working professional,Once a week,Zomato,Dinner,Continental,₹100–200,"Quantity, Taste",Both,A la carte,Family (3–4),5,4,45+ min,Sometimes,No,No,,No,Sun,Yes,Long wait time
35–44,Female,Bangalore,₹30k–50k,Working professional,Daily,"Direct, Zomato, Others",Lunch,Continental,₹200–400,Packaging,Veg,A la carte,Large group,2,3,30–45 min,Yes,Yes,Yes,4.0,No,Sat,Yes,Cold food
35–44,Female,Bangalore,₹30k–50k,Retired,2–3 times/week,Zomato,"Breakfast, Dinner",Fusion,₹200–400,Delivery time,Both,A la carte,Large group,4,4,30–45 min,Yes,No,No,,Yes,Tue,No,"High price, Long wait time, Cold food"
25–34,Female,Bangalore,₹75k+,Student,2–3 times/week,"Direct, Others",Breakfast,Fusion,₹100–200,Delivery time,Both,A la carte,Family (3–4),3,5,20–30 min,Yes,Yes,No,,Yes,Fri,Yes,Poor packaging
18–24,Male,Delhi,₹50k–75k,Student,Daily,Swiggy,Dinner,Indian,₹200–400,Price,Veg,Combo,Solo,1,2,<20 min,Sometimes,No,No,,Maybe,Sun,Yes,Long wait time
25–34,Male,Delhi,₹30k–50k,Homemaker,Daily,Direct,Breakfast,Continental,₹200–400,"Quantity, Taste, Price",Veg,Depends,Solo,3,3,45+ min,Yes,Yes,No,,Maybe,Sat,No,"Poor packaging, High price, Cold food"
25–34,Male,Delhi,₹50k–75k,Working professional,Once a week,"Zomato, Direct, Others",Breakfast,Indian,₹200–400,Quantity,Both,A la carte,2 people,4,3,30–45 min,No,Yes,Yes,3.0,Yes,Sun,Yes,High price
35–44,Male,Mumbai,₹15k–30k,Homemaker,2–3 times/week,"Others, Zomato, Direct",Breakfast,Chinese,₹200–400,Discounts,Veg,Combo,2 people,1,3,45+ min,Yes,Yes,No,,Yes,Wed,Yes,"High price, Cold food, Long wait time"
25–34,Male,Chennai,<₹15k,Working professional,Once a week,"Direct, Others",Dinner,Continental,<₹100,"Taste, Delivery time, Discounts",Veg,A la carte,Family (3–4),1,3,20–30 min,Yes,Yes,No,,Yes,Thu,Yes,"High price, Poor packaging, Limited choice"
18–24,Female,Bangalore,₹15k–30k,Student,Once a week,"Direct, Others, Swiggy",Lunch,Indian,₹200–400,Delivery time,Both,Depends,Large group,2,5,30–45 min,Yes,No,Yes,4.0,Maybe,Fri,Yes,High price
18–24,Female,Chennai,₹15k–30k,Homemaker,Daily,Swiggy,"Dinner, Breakfast, Snacks",Fusion,₹100–200,"Delivery time, Price, Taste",Non-Veg,Combo,2 people,4,5,<20 min,No,No,No,,Maybe,Wed,Yes,High price
25–34,Male,Pune,₹30k–50k,Working professional,Rarely,"Swiggy, Direct","Breakfast, Lunch, Dinner",Indian,₹400–600,Quantity,Non-Veg,Combo,Solo,4,3,30–45 min,Yes,No,No,,Yes,Thu,No,High price
25–34,Male,Delhi,₹30k–50k,Student,Never,"Direct, Others, Swiggy",Dinner,"Fusion, Indian",₹400–600,Taste,Both,A la carte,Solo,3,4,30–45 min,Sometimes,Yes,Yes,2.0,Maybe,Fri,Yes,Long wait time
25–34,Male,Hyderabad,₹75k+,Homemaker,2–3 times/week,"Others, Direct, Swiggy","Dinner, Lunch","Continental, Chinese",₹200–400,"Delivery time, Taste, Discounts",Veg,Combo,Solo,3,4,30–45 min,No,No,Yes,4.0,Yes,Tue,No,Cold food
25–34,Female,Bangalore,₹30k–50k,Working professional,Once a week,"Zomato, Others, Direct",Snacks,Italian,₹100–200,Taste,Non-Veg,Depends,2 people,5,4,30–45 min,Sometimes,No,No,,Yes,Wed,No,Long wait time
55+,Female,Pune,₹30k–50k,Working professional,Once a week,Others,Dinner,Continental,₹100–200,"Packaging, Delivery time",Both,Combo,2 people,4,3,20–30 min,Yes,No,No,,Maybe,Tue,Yes,"Long wait time, Cold food, Limited choice"
25–34,Female,Delhi,<₹15k,Working professional,Rarely,Direct,"Lunch, Snacks",Continental,₹100–200,Quantity,Both,Depends,Family (3–4),4,3,45+ min,Yes,No,Yes,5.0,Maybe,Sat,Yes,Long wait time
18–24,Female,Hyderabad,<₹15k,Homemaker,2–3 times/week,Direct,"Lunch, Breakfast, Dinner",Chinese,₹200–400,Quantity,Both,Combo,2 people,4,4,45+ min,Yes,Yes,No,,Maybe,Thu,No,Poor packaging
18–24,Prefer not to say,Hyderabad,₹30k–50k,Homemaker,2–3 times/week,Others,Dinner,Continental,₹100–200,Packaging,Both,Combo,Family (3–4),4,3,<20 min,No,Yes,No,,Yes,Wed,Yes,Cold food
18–24,Female,Delhi,₹30k–50k,Homemaker,Daily,Direct,Snacks,"Indian, Chinese, Italian",₹200–400,"Packaging, Price",Both,Depends,2 people,3,4,45+ min,No,Yes,No,,Yes,Fri,Yes,Cold food
18–24,Male,Mumbai,₹50k–75k,Student,Daily,Zomato,"Snacks, Breakfast, Lunch","Continental, Italian, Fusion",₹100–200,Quantity,Veg,A la carte,Family (3–4),5,4,20–30 min,No,No,No,,Maybe,Mon,Yes,"Poor packaging, High price"
18–24,Female,Hyderabad,₹15k–30k,Homemaker,Rarely,Others,Lunch,Fusion,₹600+,Packaging,Veg,Combo,Solo,5,2,30–45 min,Sometimes,Yes,No,,No,Sun,Yes,Long wait time
18–24,Male,Hyderabad,<₹15k,Working professional,Once a week,"Zomato, Others","Breakfast, Snacks, Lunch","Indian, Chinese",₹100–200,Quantity,Non-Veg,Combo,Family (3–4),1,2,20–30 min,Sometimes,No,No,,Yes,Wed,Yes,Cold food
18–24,Female,Delhi,₹30k–50k,Working professional,Daily,"Swiggy, Others","Snacks, Lunch",Italian,₹400–600,Packaging,Veg,A la carte,2 people,1,5,45+ min,Sometimes,Yes,Yes,4.0,Yes,Sun,Yes,Poor packaging
18–24,Male,Hyderabad,₹15k–30k,Working professional,Rarely,Zomato,Breakfast,"Continental, Indian, Italian",₹400–600,Taste,Both,A la carte,Solo,5,4,<20 min,Yes,Yes,No,,Maybe,Fri,Yes,Cold food
45–54,Female,Delhi,<₹15k,Retired,Once a week,Zomato,Lunch,Chinese,₹200–400,Discounts,Both,Depends,Solo,2,5,20–30 min,No,Yes,No,,Maybe,Sun,Yes,Long wait time
18–24,Female,Hyderabad,₹50k–75k,Homemaker,2–3 times/week,Others,Breakfast,Indian,₹200–400,Packaging,Veg,Depends,Family (3–4),5,2,20–30 min,Yes,Yes,Yes,4.0,No,Wed,Yes,Long wait time
25–34,Female,Mumbai,₹15k–30k,Student,2–3 times/week,Zomato,Lunch,"Continental, Italian, Fusion",₹200–400,Price,Both,A la carte,Solo,3,4,20–30 min,No,No,No,,Maybe,Tue,No,High price
25–34,Female,Pune,₹30k–50k,Working professional,Never,Swiggy,"Lunch, Snacks, Breakfast",Chinese,₹200–400,Price,Veg,A la carte,Solo,2,4,30–45 min,Yes,Yes,Yes,5.0,Yes,Sat,No,Poor packaging
55+,Male,Delhi,₹15k–30k,Retired,Once a week,"Zomato, Direct",Lunch,Indian,₹100–200,"Delivery time, Discounts",Non-Veg,A la carte,Solo,1,5,<20 min,Yes,No,No,,No,Wed,Yes,Limited choice
18–24,Male,Delhi,₹15k–30k,Student,2–3 times/week,Zomato,Lunch,"Italian, Chinese, Indian",₹100–200,"Price, Taste",Both,A la carte,2 people,2,2,30–45 min,Sometimes,Yes,No,,No,Sat,Yes,"High price, Limited choice"
25–34,Male,Mumbai,₹30k–50k,Other,Once a week,Direct,Snacks,Italian,₹200–400,Packaging,Non-Veg,Combo,Family (3–4),2,3,45+ min,No,Yes,No,,Yes,Thu,Yes,High price
55+,Male,Mumbai,₹50k–75k,Working professional,Daily,Zomato,Snacks,"Fusion, Continental, Indian",₹200–400,"Quantity, Packaging",Non-Veg,Combo,Solo,3,3,30–45 min,Yes,No,Yes,4.0,Maybe,Sat,Yes,Poor packaging
45–54,Female,Bangalore,₹30k–50k,Working professional,Once a week,Swiggy,"Lunch, Dinner","Italian, Chinese, Fusion",₹200–400,Delivery time,Veg,Combo,Solo,4,5,30–45 min,Yes,Yes,Yes,5.0,Maybe,Sun,No,High price
35–44,Male,Delhi,₹50k–75k,Working professional,Once a week,"Others, Zomato, Swiggy",Breakfast,Chinese,₹100–200,Packaging,Non-Veg,Combo,Large group,5,5,20–30 min,No,No,No,,Yes,Sun,No,Poor packaging
18–24,Non-binary,Chennai,₹15k–30k,Working professional,2–3 times/week,Others,"Snacks, Lunch","Indian, Fusion",₹100–200,"Delivery time, Quantity, Discounts",Both,Combo,Family (3–4),3,5,20–30 min,Sometimes,No,No,,Maybe,Thu,No,Long wait time
18–24,Female,Mumbai,₹50k–75k,Retired,Rarely,Swiggy,Breakfast,Indian,<₹100,Price,Both,A la carte,Family (3–4),3,5,20–30 min,No,No,No,,No,Thu,No,Long wait time
35–44,Female,Delhi,₹15k–30k,Working professional,Once a week,"Direct, Zomato","Dinner, Snacks",Fusion,<₹100,Taste,Non-Veg,Depends,Solo,3,1,<20 min,Sometimes,Yes,Yes,2.0,No,Sun,Yes,Limited choice
45–54,Male,Delhi,₹30k–50k,Homemaker,Once a week,"Zomato, Others",Lunch,Chinese,₹100–200,Taste,Non-Veg,A la carte,Solo,3,1,45+ min,Yes,Yes,Yes,5.0,Maybe,Sun,No,High price
25–34,Female,Mumbai,₹30k–50k,Working professional,Daily,Zomato,Snacks,Italian,<₹100,Discounts,Both,Combo,Solo,3,2,<20 min,No,No,No,,Yes,Mon,No,High price
25–34,Female,Mumbai,₹75k+,Student,2–3 times/week,Direct,Lunch,"Indian, Fusion, Continental",₹100–200,Quantity,Both,Combo,2 people,1,3,45+ min,Sometimes,No,No,,Maybe,Fri,Yes,Poor packaging
18–24,Female,Bangalore,₹30k–50k,Student,Rarely,Swiggy,"Dinner, Lunch","Fusion, Italian",₹400–600,Discounts,Veg,A la carte,Solo,1,5,<20 min,No,No,Yes,2.0,Yes,Tue,Yes,Limited choice
35–44,Female,Bangalore,<₹15k,Working professional,Once a week,Others,"Snacks, Breakfast","Indian, Fusion",<₹100,Delivery time,Non-Veg,Combo,Solo,1,5,30–45 min,Yes,Yes,No,,Maybe,Sun,Yes,"Long wait time, Limited choice"
18–24,Female,Bangalore,<₹15k,Other,2–3 times/week,"Zomato, Others, Swiggy",Lunch,Chinese,₹200–400,Price,Both,A la carte,Solo,2,3,20–30 min,No,Yes,No,,Yes,Tue,Yes,"Cold food, High price, Long wait time"
25–34,Male,Bangalore,₹50k–75k,Working professional,Once a week,Swiggy,Dinner,Fusion,₹100–200,Delivery time,Both,Depends,Solo,4,4,<20 min,No,Yes,Yes,2.0,Yes,Fri,No,Limited choice
25–34,Female,Bangalore,₹30k–50k,Working professional,Once a week,"Direct, Others, Zomato","Dinner, Breakfast, Lunch",Indian,₹400–600,Packaging,Veg,Combo,Family (3–4),2,5,30–45 min,Sometimes,No,No,,Yes,Sat,No,Poor packaging
25–34,Male,Mumbai,₹50k–75k,Working professional,Daily,Direct,Snacks,Italian,₹200–400,"Price, Delivery time",Both,Combo,Solo,5,4,20–30 min,Sometimes,Yes,No,,Yes,Sun,No,Cold food
18–24,Male,Bangalore,₹15k–30k,Working professional,2–3 times/week,"Direct, Zomato, Swiggy","Lunch, Dinner","Fusion, Italian",₹100–200,Quantity,Veg,A la carte,2 people,5,2,30–45 min,Sometimes,Yes,No,,Yes,Sat,Yes,Long wait time
18–24,Male,Kolkata,₹15k–30k,Working professional,Daily,Others,Lunch,Fusion,₹200–400,"Discounts, Taste, Quantity",Non-Veg,Depends,Family (3–4),5,4,20–30 min,No,No,No,,Yes,Wed,No,Poor packaging
25–34,Male,Bangalore,<₹15k,Retired,2–3 times/week,"Others, Zomato, Swiggy",Breakfast,Fusion,₹100–200,Price,Non-Veg,Depends,Solo,5,3,<20 min,Yes,Yes,No,,Maybe,Fri,Yes,Cold food
18–24,Male,Hyderabad,₹75k+,Working professional,2–3 times/week,Direct,Breakfast,Chinese,₹200–400,"Taste, Price, Quantity",Both,Depends,2 people,2,4,45+ min,Yes,Yes,Yes,5.0,Maybe,Sun,Yes,High price
